Player,Squad,Pos,Season,Games,Minutes,Goals,Assists,xG,xA,NonPenaltyGoals,Per90_G+A-PK,Shots,KeyPasses,YellowCards,RedCards
Aaron Cresswell,West Ham,DF,2023-2024,11,414,0,0,0.0,0.4446245804429054,0,0.0,0,5,1,0
Joe Rothwell,Bournemouth,MF,2023-2024,11,370,0,0,0.0497114863246679,0.1371351620182395,0,0.0,2,4,0,0
Seamus Coleman,Everton,DF,2023-2024,12,654,0,0,0.0,0.8893022555857897,0,0.0,0,3,0,0
Nathaniel Clyne,Crystal Palace,DF,2023-2024,19,1341,0,0,0.1827639872208237,0.1501605957746505,0,0.0,4,3,0,0
Ashley Young,Everton,DF,2023-2024,31,2305,0,0,0.5671309139579535,2.473125728778541,0,0.0,13,21,5,1
Kyle Walker,Man City,DF,2023-2024,32,2770,0,4,0.3650220464915037,3.342263269238174,0,0.1299638989169675,16,25,2,0
Eric Dier,Tottenham,DF,2023-2024,4,187,0,0,0.0,0.0,0,0.0,0,0,0,0
Bertrand Traoré,Aston Villa,,2023-2024,2,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Lukasz Fabianski,West Ham,GK,2023-2024,10,706,0,0,0.0,0.0,0,0.0,0,0,0,0
Jack Cork,Burnley,,2023-2024,4,16,0,0,0.0,0.0,0,0.0,0,0,0,0
Jordan Pickford,Everton,GK,2023-2024,38,3420,0,0,0.0,0.1356039261445403,0,0.0,0,4,5,0
Aleksandar Mitrovic,Fulham,,2023-2024,1,31,0,0,0.1909874528646469,0.0,0,0.0,2,0,0,0
Ben Chilwell,Chelsea,DF,2023-2024,13,771,0,1,1.2212005220353603,1.793320189230144,0,0.11673151750972763,12,14,5,0
Nathan Redmond,Burnley,,2023-2024,12,100,0,0,0.0,0.2518436722457409,0,0.0,0,4,1,0
Jonny Evans,Man United,DF,2023-2024,23,1399,0,1,0.0817585885524749,0.7122423723340034,0,0.06433166547533953,1,6,2,0
Adam Smith,Bournemouth,DF,2023-2024,28,2185,0,2,0.0396374240517616,1.4616671204566956,0,0.08237986270022883,2,17,6,0
Cédric Soares,Arsenal,,2023-2024,3,44,0,0,0.0,0.0,0,0.0,0,0,0,0
Paul Dummett,Newcastle,,2023-2024,5,11,0,0,0.0,0.0,0,0.0,0,0,0,0
Matt Targett,Newcastle,DF,2023-2024,3,78,0,0,0.0,0.062733381986618,0,0.0,0,1,1,0
Harrison Reed,Fulham,MF,2023-2024,27,1298,0,2,0.2859246646985411,1.2897144686430693,0,0.1386748844375963,9,14,6,0
Sam Johnstone,Crystal Palace,GK,2023-2024,20,1800,0,0,0.0,0.0,0,0.0,0,0,1,0
Mason Holgate,Sheffield United,DF,2023-2024,10,718,0,0,0.9260915219783784,0.4414309561252594,0,0.0,3,1,3,1
Joseph Gomez,Liverpool,DF,2023-2024,32,1749,0,1,0.8164968742057681,1.5004456005990503,0,0.051457975986277875,19,21,5,0
Luke Shaw,Man United,DF,2023-2024,12,976,0,0,0.0712745040655136,0.954092476516962,0,0.0,2,13,6,0
Tyrone Mings,Aston Villa,DF,2023-2024,1,30,0,0,0.0141590423882007,0.1377824246883392,0,0.0,1,1,0,0
Tom Davies,Sheffield United,MF,2023-2024,9,194,0,0,0.2513177208602428,0.0346355289220809,0,0.0,4,1,2,0
Thomas Strakosha,Brentford,GK,2023-2024,2,127,0,0,0.0,0.0,0,0.0,0,0,0,0
Alisson,Liverpool,GK,2023-2024,28,2520,0,0,0.0,0.0,0,0.0,0,0,1,0
Neto,Bournemouth,GK,2023-2024,32,2880,0,0,0.0,0.0,0,0.0,0,0,5,0
Jorginho,Arsenal,MF,2023-2024,24,911,0,2,0.0800427403301,1.5529427882283926,0,0.19758507135016468,4,10,1,0
Emil Krafth,Newcastle,DF,2023-2024,17,912,0,0,0.2253649309277534,0.9704459868371488,0,0.0,4,9,2,0
Reece Burke,Luton,DF,2023-2024,22,1691,0,4,2.1644996237009764,2.321440448984504,0,0.21289178001182732,13,13,5,0
Lewis Cook,Bournemouth,DF,2023-2024,33,2799,0,3,0.4126169476658106,3.677735963836312,0,0.09646302250803858,12,46,5,1
Ionut Radu,Bournemouth,GK,2023-2024,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Jonny,Wolves,,2023-2024,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Alphonse Areola,West Ham,GK,2023-2024,31,2715,0,0,0.0,0.0,0,0.0,0,0,1,0
Thomas Partey,Arsenal,DF,2023-2024,14,793,0,0,0.3642031662166118,0.4302750788629055,0,0.0,8,6,3,0
Pablo Fornals,West Ham,MF,2023-2024,15,392,0,0,0.2919035069644451,0.5666238348931074,0,0.0,7,5,0,0
Aymeric Laporte,Man City,,2023-2024,1,6,0,0,0.1122824624180793,0.0,0,0.0,1,0,0,0
Thilo Kehrer,West Ham,,2023-2024,4,12,0,0,0.0,0.0,0,0.0,0,0,2,0
Issa Diop,Fulham,DF,2023-2024,18,1435,0,0,0.2687341887503862,0.0,0,0.0,5,0,2,1
Said Benrahma,West Ham,MF,2023-2024,13,619,0,1,1.9243336878716943,1.633838023990393,0,0.14539579967689822,19,11,1,0
Serge Aurier,Nott'm Forest,DF,2023-2024,12,843,0,2,0.2042676210403442,0.6003383956849575,0,0.21352313167259784,6,3,2,0
Emiliano Martinez,Aston Villa,GK,2023-2024,34,3022,0,0,0.0,0.0184545237571001,0,0.0,0,1,4,0
Clement Lenglet,Aston Villa,DF,2023-2024,14,1167,0,1,0.9835287630558014,0.8562045320868492,0,0.07712082262210797,7,2,3,0
Nick Pope,Newcastle,GK,2023-2024,15,1347,0,0,0.0164986308664083,0.0,0,0.0,1,0,1,0
Connor Roberts,Burnley,DF,2023-2024,14,804,0,1,0.0,0.3131415136158466,0,0.11194029850746269,0,7,3,1
Rhian Brewster,Sheffield United,FW,2023-2024,13,302,0,0,0.3449401650577783,0.1013540811836719,0,0.0,7,2,0,1
Aaron Wan-Bissaka,Man United,DF,2023-2024,22,1784,0,2,0.1462121829390525,1.4311098009347916,0,0.10089686098654709,3,12,4,0
Aaron Ramsdale,Arsenal,GK,2023-2024,6,540,0,0,0.0,0.0,0,0.0,0,0,0,0
Yves Bissouma,Tottenham,MF,2023-2024,28,2120,0,0,1.1663736272603271,0.4049058575183153,0,0.0,24,10,8,2
Diego Carlos,Aston Villa,DF,2023-2024,27,1784,0,0,1.8101312145590784,0.1100177364423871,0,0.0,9,4,4,0
Ibrahim Sangare,Nott'm Forest,MF,2023-2024,17,1053,0,0,0.8340437468141317,0.3507998380810022,0,0.0,8,7,6,0
Boubacar Kamara,Aston Villa,MF,2023-2024,20,1686,0,1,0.1435272945091128,1.0960499802604318,0,0.05338078291814946,5,20,7,1
Fode Toure,Fulham,,2023-2024,6,41,0,0,0.0,0.0,0,0.0,0,0,1,0
Jairo Riedewald,Crystal Palace,MF,2023-2024,9,219,0,0,0.0593644082546234,0.0,0,0.0,1,0,0,0
Ederson,Man City,GK,2023-2024,33,2794,0,0,0.0,0.0,0,0.0,0,0,5,0
Will Hughes,Crystal Palace,MF,2023-2024,30,1924,0,1,0.3010205570608377,1.7067030258476734,0,0.04677754677754678,8,21,6,0
Nélson Semedo,Wolves,DF,2023-2024,36,3127,0,1,1.232096817344427,2.0054253563284874,0,0.02878157978893508,17,24,10,1
Davinson Sánchez,Tottenham,,2023-2024,1,77,0,0,0.1100629791617393,0.0,0,0.0,1,0,1,0
Ibrahima Konaté,Liverpool,DF,2023-2024,22,1555,0,0,0.5480835782364011,0.5098369065672159,0,0.0,11,8,3,1
Jadon Sancho,Man United,,2023-2024,3,68,0,0,0.0,0.1281674951314926,0,0.0,0,1,0,0
Romain Faivre,Bournemouth,,2023-2024,5,21,0,0,0.1308193765580654,0.0,0,0.0,2,0,1,0
Ben Johnson,West Ham,DF,2023-2024,14,509,0,0,0.2155094873160123,0.0,0,0.0,6,0,1,0
Reiss Nelson,Arsenal,FW,2023-2024,15,215,0,0,0.2384255621582269,0.6414464898407459,0,0.0,4,5,1,0
Michael Obafemi,Burnley,,2023-2024,2,9,0,0,0.1165716275572776,0.0,0,0.0,2,0,0,0
Martin Dubravka,Newcastle,GK,2023-2024,23,1983,0,0,0.0,0.1200264021754264,0,0.0,0,1,1,0
Louis Beyer,Burnley,DF,2023-2024,15,1252,0,1,0.4269037134945392,0.4111006297171116,0,0.07188498402555911,5,3,6,0
Sergio Gómez,Man City,,2023-2024,6,29,0,1,0.6195764094591141,0.1288056522607803,0,3.103448275862069,2,1,0,0
Matz Sels,Nott'm Forest,GK,2023-2024,16,1440,0,0,0.0,0.0696526691317558,0,0.0,0,1,1,0
Robin Olsen,Aston Villa,GK,2023-2024,5,398,0,0,0.0,0.0,0,0.0,0,0,0,0
Hamed Junior Traore,Bournemouth,,2023-2024,3,32,0,0,0.1374315591529011,0.0598211325705051,0,0.0,3,1,0,0
Arijanet Muric,Burnley,GK,2023-2024,10,900,0,0,0.0,0.3725830223411321,0,0.0,0,4,0,0
Mark Flekken,Brentford,GK,2023-2024,37,3293,0,1,0.0,0.2911852374672889,0,0.027330701488004858,0,3,3,0
Marc Cucurella,Chelsea,DF,2023-2024,21,1788,0,2,1.4538506548851728,1.254556130617857,0,0.10067114093959731,8,19,10,0
Sergio Reguilón,"Brentford,Man United",DF,2023-2024,25,1539,0,4,1.177430784329772,3.6384903844445935,0,0.23391812865497075,17,28,7,1
Oliver Skipp,Tottenham,DF,2023-2024,21,660,0,0,0.6823929585516453,0.541032612323761,0,0.0,4,7,3,0
Emile Smith-Rowe,Arsenal,MF,2023-2024,13,325,0,1,1.5201803892850876,0.2403641268610954,0,0.27692307692307694,15,4,0,0
Jason Steele,Brighton,GK,2023-2024,17,1530,0,0,0.0,0.0,0,0.0,0,0,0,0
Benoit Badiashile Mukinayi,Chelsea,DF,2023-2024,18,1338,0,1,0.5172926671802998,1.5548250479623675,0,0.06726457399103139,6,6,2,0
Han-Noah Massengo,Burnley,,2023-2024,3,9,0,0,0.0,0.0,0,0.0,0,0,0,0
Ryan John Giles,Luton,DF,2023-2024,11,492,0,0,0.1471442878246307,0.2260761391371488,0,0.0,2,5,0,0
Bryan Gil Salvatierra,Tottenham,MF,2023-2024,11,182,0,0,0.7904373183846474,0.192443910986185,0,0.0,4,4,0,0
Tyler Adams,Bournemouth,MF,2023-2024,3,111,0,0,0.0,0.0976069122552871,0,0.0,0,1,0,0
Chris Mepham,Bournemouth,DF,2023-2024,10,610,0,1,0.0895473062992096,0.474224217236042,0,0.14754098360655737,1,3,2,0
Mark Travers,Bournemouth,GK,2023-2024,4,360,0,0,0.0,0.0,0,0.0,0,0,0,0
Marc Guehi,Crystal Palace,DF,2023-2024,25,2021,0,1,0.4888940155506134,0.962568361312151,0,0.044532409698169226,5,7,2,0
Max Aarons,Bournemouth,DF,2023-2024,20,1219,0,1,0.0476108696311712,0.8764500692486763,0,0.07383100902378999,2,7,1,0
Ben Godfrey,Everton,DF,2023-2024,15,1131,0,0,2.1673798076808453,0.2029681168496608,0,0.0,15,3,2,0
Adam Webster,Brighton,DF,2023-2024,15,1146,0,0,0.4553392454981804,0.210617184638977,0,0.0,8,5,1,0
Dean Henderson,Crystal Palace,GK,2023-2024,18,1620,0,0,0.0,0.0,0,0.0,0,0,2,0
